	y	age	default	balance	housing	loan	contact	day	duration	campaign	pdays	previous	poutcome	admin	blue_collar	entrepreneur	housemaid	management	retired	self_employed	services	student	technician	divorced	single	tertiary	primary	feb	mar	apr	may	jun	jul	aug	sep	oct	nov	dec
765	0	0.26984126984126977	0	0.06547318270410742	0	0	1	0.9333333333333333	0.18297331639135958	0.1	0.1850574712643678	0.125	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
769	0	0.5079365079365079	0	0.12069587814913738	1	0	1	0.4666666666666667	0.1480304955527319	0.20000000000000004	0.3701149425287356	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
776	0	0.12698412698412698	0	0.05063885079044251	0	0	0	0.5666666666666667	0.022236340533672176	0.7000000000000001	0.39999999999999997	0.20833333333333334	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
801	0	0.15873015873015872	0	0.06659207391900672	1	0	1	0.5	0.13532401524777635	0.0	0.37816091954022985	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
802	0	0.31746031746031744	0	0.07373854038836354	1	0	1	0.5333333333333333	0.04383735705209657	0.1	0.29310344827586204	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
804	0	0.31746031746031744	0	0.006785533819389303	1	0	1	0.4666666666666667	0.7966963151207116	0.1	0.3816091954022988	0.7083333333333334	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
805	0	0.33333333333333326	0	0.12722875911354942	1	1	1	0.6666666666666666	0.17789072426937738	0.20000000000000004	0.13218390804597702	0.125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
821	0	0.1746031746031746	0	0.05457301667508843	1	0	1	0.03333333333333333	0.09783989834815757	0.1	0.31034482758620685	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
843	0	0.6190476190476191	0	0.07474915180827257	1	1	1	0.9333333333333333	0.13595933926302414	0.1	0.296551724137931	0.16666666666666666	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
855	1	0.4126984126984127	0	0.07305276835342525	0	0	1	0.5333333333333333	0.21029224904701396	0.1	0.20919540229885059	0.041666666666666664	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
857	0	0.25396825396825395	0	0.03389157583194976	0	0	1	0.3333333333333333	0.1581956797966963	0.1	0.4045977011494253	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
858	0	0.2222222222222222	0	0.05572800115498448	1	1	1	0.43333333333333335	0.06289707750952986	0.0	0.09655172413793103	0.75	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
869	0	0.5714285714285714	0	0.055944560744965	1	1	1	0.3333333333333333	0.06162642947903431	0.5000000000000001	0.39999999999999997	0.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
880	1	0.09523809523809523	0	0.059734353569623914	0	0	1	0.9666666666666667	0.28716645489199494	0.0	0.09080459770114943	0.0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
881	0	0.1746031746031746	0	0.05421208402512091	1	0	0	0.5333333333333333	0.28907242693773827	0.1	0.3954022988505747	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
883	0	0.39682539682539675	0	0.05262398036526385	1	0	0	0.4	0.07242693773824652	0.20000000000000004	0.42528735632183906	0.08333333333333334	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
891	0	0.12698412698412698	0	0.08236483072258717	0	1	1	0.9333333333333333	0.0565438373570521	0.0	0.23448275862068965	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
892	1	0.1111111111111111	0	0.241500036093265	0	0	1	0.3666666666666667	0.11880559085133419	0.1	0.10459770114942529	0.041666666666666664	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
893	0	0.46031746031746024	0	0.0527322601602541	1	0	1	0.9333333333333333	0.11435832274459976	0.1	0.28160919540229884	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
901	0	0.15873015873015872	0	0.05063885079044251	1	0	1	0.16666666666666669	0.025412960609911057	0.1	0.19310344827586207	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
903	0	0.2222222222222222	0	0.05179383527033856	1	0	1	0.4666666666666667	0.04510800508259213	0.0	0.07816091954022988	0.041666666666666664	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
913	0	0.33333333333333326	0	0.04948386631054646	0	0	1	0.9333333333333333	0.02287166454891995	0.1	0.30459770114942525	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
926	0	0.2857142857142857	0	0.1917635169277413	1	0	1	0.6333333333333333	0.12134688691232529	0.1	0.36091954022988504	0.041666666666666664	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
941	1	0.2222222222222222	0	0.05053057099545225	1	0	1	0.2	0.16327827191867852	0.0	0.11264367816091955	0.041666666666666664	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
942	0	0.25396825396825395	0	0.05854327582473111	1	0	1	0.16666666666666669	0.19822109275730623	0.0	0.19310344827586207	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
960	0	0.5079365079365079	0	0.05760485093481557	1	1	1	0.7666666666666667	0.07052096569250318	0.0	0.31264367816091954	0.08333333333333334	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
967	0	0.23809523809523814	0	0.28192449288962684	1	1	1	0.9666666666666667	0.08831003811944092	0.0	0.30459770114942525	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
970	1	0.6031746031746031	0	0.08709304843716163	1	0	1	0.3333333333333333	0.12770012706480305	0.0	0.5287356321839081	0.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
973	0	0.26984126984126977	0	0.246733559517794	1	0	1	0.16666666666666669	0.0012706480304955524	1.0	0.4022988505747126	0.0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
984	1	0.6190476190476191	0	0.12318631343391323	0	0	1	0.6	0.13786531130876747	0.30000000000000004	0.10689655172413792	0.041666666666666664	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
997	0	0.2222222222222222	0	0.07482133833826608	1	1	1	0.6333333333333333	0.16899618805590852	0.0	0.2103448275862069	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
999	0	0.0	0	0.06103371110950697	0	0	0	0.3333333333333333	0.10609911054637866	0.4	0.42528735632183906	0.16666666666666666	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
1020	1	0.3492063492063492	0	0.08640727640222334	1	0	1	0.3333333333333333	0.0914866581956798	0.0	0.08850574712643677	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1040	1	0.5555555555555556	0	0.1087490074352126	1	0	1	0.06666666666666668	0.1848792884371029	0.0	0.30919540229885056	0.08333333333333334	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1048	1	0.2222222222222222	0	0.09878726629610915	0	0	1	0.5333333333333333	0.20648030495552733	0.1	0.14482758620689656	0.08333333333333334	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1056	1	0.6825396825396826	0	0.19143867754277052	0	0	0	0.1	0.1556543837357052	0.1	0.21379310344827587	0.041666666666666664	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1060	1	0.4444444444444444	0	0.09192954594672634	0	0	1	0.13333333333333333	0.24396442185514614	0.0	0.07241379310344828	0.041666666666666664	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1073	0	0.15873015873015872	0	0.07673428138309392	1	0	1	0.5	0.021601016518424398	0.0	0.39195402298850573	0.08333333333333334	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
1077	1	0.2857142857142857	0	0.12228398180899444	0	0	1	0.8666666666666667	0.10101651842439645	0.1	0.1482758620689655	0.041666666666666664	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1083	0	0.6984126984126984	0	0.07825019851295749	0	0	1	0.4666666666666667	0.1556543837357052	0.1	0.20804597701149427	0.0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1097	0	0.39682539682539675	0	0.12618205442864364	0	0	1	0.6666666666666666	0.07750952986022872	0.0	0.11379310344827587	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
1100	0	0.6190476190476191	0	0.11661733920450446	0	0	1	0.5333333333333333	0.07433290978398983	0.0	0.10459770114942529	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
1104	0	0.26984126984126977	0	0.08124593950768787	1	0	1	0.4666666666666667	0.09275730622617535	0.0	0.40344827586206894	0.0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
1109	1	0.6190476190476191	0	0.05056666426044901	0	0	1	0.4666666666666667	0.09783989834815757	0.1	0.4333333333333333	0.08333333333333334	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1112	0	0.23809523809523814	0	0.1511946870713925	1	0	1	0.1	0.15946632782719186	0.1	0.10689655172413792	0.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1117	0	0.3492063492063492	0	0.035696239081787345	1	0	1	0.3666666666666667	0.04637865311308768	0.4	0.3344827586206896	0.08333333333333334	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
1122	0	0.19047619047619047	0	0.19811593156716958	0	0	1	0.8333333333333334	0.06925031766200762	0.6000000000000001	0.328735632183908	0.08333333333333334	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1129	0	0.25396825396825395	0	0.059301234389662894	1	0	1	0.2	0.09847522236340535	0.1	0.4126436781609195	0.08333333333333334	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
1154	0	0.4285714285714286	0	0.12033494549916987	0	1	1	0.43333333333333335	0.1397712833545108	0.0	0.41724137931034483	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1159	0	0.1746031746031746	0	0.05276835342525085	1	0	1	0.5666666666666667	0.10800508259212199	0.0	0.33563218390804594	0.16666666666666666	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
1166	1	0.19047619047619047	0	0.24954883418754062	0	0	1	0.7	0.19949174078780177	0.0	0.20804597701149427	0.0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
1173	0	0.2222222222222222	0	0.14902909117158739	1	0	1	0.16666666666666669	0.5972045743329099	0.0	0.15862068965517243	0.0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
1176	0	0.47619047619047616	0	0.033566736446978995	1	0	1	0.23333333333333334	0.318297331639136	0.1	0.19425287356321838	0.08333333333333334	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1181	1	0.2222222222222222	0	0.08936692413195699	0	0	1	0.3666666666666667	0.09339263024142314	0.0	0.20804597701149427	0.20833333333333334	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1186	0	0.8095238095238095	0	0.06435429148920811	0	0	1	0.8666666666666667	0.204574332909784	0.1	0.20919540229885059	0.08333333333333334	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
1193	0	0.20634920634920628	0	0.0760124160831589	1	0	1	0.2	0.20584498094027953	0.0	0.36896551724137927	0.0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
1194	0	0.25396825396825395	0	0.11640077961452394	1	0	1	0.43333333333333335	0.01207115628970775	0.0	0.396551724137931	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1195	0	0.6190476190476191	0	0.0572078250198513	0	0	1	0.7	0.10927573062261754	0.4	0.15747126436781608	0.0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
1209	0	0.6031746031746031	0	0.10972352559012488	0	1	1	0.1	0.04256670902160102	0.5000000000000001	0.3137931034482758	0.125	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1210	0	0.6349206349206349	0	0.05681079910488703	1	0	1	0.4666666666666667	0.1499364675984752	0.0	0.41724137931034483	0.0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1212	1	0.25396825396825395	0	0.06821627084386053	0	0	1	0.9	0.12833545108005082	0.7000000000000001	0.11149425287356321	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
1216	0	0.14285714285714285	0	0.6084963545802353	0	0	1	0.8333333333333334	0.15247776365946633	0.20000000000000004	0.1103448275862069	0.24999999999999997	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
1225	0	0.4920634920634921	0	0.05630549339493251	1	0	1	0.2	0.08322744599745871	0.0	0.41149425287356317	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1240	0	0.1111111111111111	0	0.052479607305276836	1	0	1	0.5666666666666667	0.05844980940279543	0.0	0.4241379310344827	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1242	0	0.23809523809523814	0	0.06128636396448423	1	0	1	0.4	0.08259212198221093	0.1	0.4241379310344827	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1279	0	0.19047619047619047	0	0.08348372193748646	1	0	1	0.7333333333333333	0.5578144853875477	0.0	0.7735632183908047	0.125	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
1309	0	0.1746031746031746	0	0.07308886161842201	1	0	1	0.2	0.26620076238881835	0.0	0.15747126436781608	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1311	0	0.4920634920634921	0	0.0818234317476359	1	0	1	0.06666666666666668	0.10927573062261754	0.1	0.2413793103448276	0.08333333333333334	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1312	1	0.9523809523809523	0	0.35024904352847763	0	0	0	0.26666666666666666	0.4491740787801779	0.0	0.07241379310344828	0.4583333333333333	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1320	0	0.4444444444444444	0	0.05269616689525735	0	0	0	0.2	0.23570520965692504	0.1	0.38850574712643676	0.24999999999999997	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1323	0	0.4126984126984127	0	0.05381505811015665	1	0	1	0.16666666666666669	0.015247776365946635	0.0	0.4080459770114942	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1324	0	0.33333333333333326	0	0.056702519309896775	1	0	1	0.6	0.12960609911054638	0.0	0.21839080459770116	0.125	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
1327	0	0.20634920634920628	0	0.05565581462499098	1	0	0	0.3333333333333333	0.02287166454891995	0.1	0.34367816091954023	0.16666666666666666	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1337	0	0.31746031746031744	0	0.10499530787555042	0	0	1	0.4666666666666667	0.08831003811944092	0.1	0.1413793103448276	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
1342	1	0.1111111111111111	0	0.07615678914314589	1	1	1	0.16666666666666669	0.4116899618805591	0.0	0.38275862068965516	0.041666666666666664	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1345	0	0.31746031746031744	0	0.053021006280228114	1	0	1	0.16666666666666669	0.31639135959339265	0.1	0.32068965517241377	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1346	0	0.2222222222222222	0	0.10463437522558292	1	0	1	0.4	0.11499364675984752	0.0	0.3747126436781609	0.041666666666666664	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1349	1	1.0	0	0.06587020861907168	0	0	0	0.7	0.5578144853875477	0.0	0.15977011494252874	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1374	0	0.39682539682539675	0	0.0760124160831589	0	0	1	0.9666666666666667	0.04637865311308768	0.1	0.20114942528735633	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1382	0	0.06349206349206349	0	0.06132245722948099	1	0	1	0.16666666666666669	0.12960609911054638	0.0	0.367816091954023	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1386	0	0.47619047619047616	0	0.05969826030462716	1	0	1	0.4666666666666667	0.24904701397712833	0.1	0.38620689655172413	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1387	0	0.07936507936507936	0	0.07049014653865589	1	0	1	0.5333333333333333	0.06861499364675985	0.30000000000000004	0.5494252873563219	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
1398	0	0.2222222222222222	0	0.06283837435934456	0	1	1	0.9333333333333333	0.08322744599745871	0.0	0.3	0.08333333333333334	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1421	0	0.12698412698412698	0	0.047029524290767344	1	0	1	0.9333333333333333	0.04701397712833545	0.0	0.2574712643678161	0.041666666666666664	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1425	1	0.25396825396825395	0	0.0683967371688443	0	0	1	0.13333333333333333	0.09656925031766202	0.20000000000000004	0.1103448275862069	0.041666666666666664	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1437	1	0.9047619047619047	0	0.05053057099545225	0	0	1	0.5	0.5349428208386278	0.0	0.067816091954023	0.0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
1442	0	0.8412698412698412	0	0.10062802281094349	0	0	1	0.6333333333333333	0.08958068614993647	0.20000000000000004	0.21724137931034485	0.08333333333333334	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1444	0	0.5873015873015872	0	0.05099978344041002	1	0	1	0.23333333333333334	0.20203303684879287	0.1	0.4218390804597701	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
1457	0	0.20634920634920628	0	0.1839312784234462	0	0	1	0.6	0.1905972045743329	0.0	0.20804597701149427	0.08333333333333334	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
1468	0	0.2857142857142857	0	0.05053057099545225	1	0	1	0.4	0.33799237611181704	0.4	0.34712643678160915	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1469	1	0.6190476190476191	0	0.05987872662961092	0	0	1	0.4666666666666667	0.26048284625158835	0.0	0.10114942528735632	0.0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1478	0	0.23809523809523814	0	0.3228903486609399	1	0	1	0.9	0.08386277001270648	0.0	0.13908045977011493	0.08333333333333334	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
1482	0	0.3015873015873016	0	0.05053057099545225	1	0	1	0.2	0.31575603557814486	0.0	0.006896551724137931	0.041666666666666664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1485	1	0.14285714285714285	0	0.054609109940085186	0	0	1	0.3666666666666667	0.20520965692503176	0.1	0.20919540229885059	0.125	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1510	0	0.39682539682539675	0	0.10160254096585578	1	0	1	0.5333333333333333	0.3036848792884371	0.0	0.13218390804597702	0.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1518	0	0.19047619047619047	0	0.06085324478452321	0	0	1	0.6333333333333333	0.0349428208386277	0.0	0.393103448275862	0.125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1521	0	0.2857142857142857	0	0.11055367068505018	1	0	1	0.4	0.13468869123252858	0.20000000000000004	0.3747126436781609	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1535	0	0.26984126984126977	0	0.2223345123799899	1	0	1	0.23333333333333334	0.11245235069885642	0.1	0.19310344827586207	0.041666666666666664	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1541	0	0.3650793650793651	0	0.07341370100339277	1	0	1	0.5333333333333333	0.03811944091486658	0.0	0.14942528735632185	0.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1547	0	0.5396825396825397	0	0.10625857215043674	0	1	1	0.13333333333333333	0.050825921219822115	0.6000000000000001	0.22413793103448276	0.08333333333333334	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
1579	0	0.26984126984126977	0	0.06998484082870136	0	0	1	0.5666666666666667	0.33989834815756037	0.1	0.1310344827586207	0.08333333333333334	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1591	0	0.7936507936507937	0	0.15213311196130802	0	0	1	0.8333333333333334	0.07623888182973317	0.1	0.20804597701149427	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1600	0	0.19047619047619047	0	0.274922399480257	1	1	1	0.5666666666666667	0.30559085133418046	0.1	0.20689655172413793	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1625	0	0.25396825396825395	0	0.11354941167978055	1	0	1	0.2	0.0063532401524777635	0.0	0.3620689655172414	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1628	0	0.2857142857142857	0	0.08016314155778533	1	1	1	0.5333333333333333	0.139135959339263	0.1	0.2057471264367816	0.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1633	0	0.6190476190476191	0	0.07575976322818162	0	0	1	0.9	0.0590851334180432	0.0	0.17586206896551723	0.20833333333333334	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1634	0	0.3492063492063492	0	0.07792535912798672	0	0	1	0.9	0.05844980940279543	0.0	0.19310344827586207	0.08333333333333334	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1635	0	0.20634920634920628	0	0.0753266440482206	1	0	1	0.43333333333333335	0.04256670902160102	0.1	0.4241379310344827	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1636	0	0.5238095238095237	0	0.22984191149931424	0	0	1	0.16666666666666669	0.06607369758576874	0.0	0.09885057471264369	0.041666666666666664	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1650	0	0.25396825396825395	0	0.06337977333429583	1	0	1	0.2	0.15184243964421854	0.20000000000000004	0.3586206896551724	0.0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1653	1	0.5238095238095237	0	0.06157511008445825	0	0	1	0.9	0.24332909783989834	0.20000000000000004	0.20689655172413793	0.0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1666	0	0.19047619047619047	0	0.22237060564498665	1	0	1	0.13333333333333333	0.09783989834815757	0.1	0.4011494252873563	0.041666666666666664	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1676	0	0.31746031746031744	0	0.056594239514906525	1	0	1	0.2	0.15501905972045743	0.1	0.19310344827586207	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1695	1	0.3650793650793651	0	0.05529488197502346	0	0	1	0.6	0.36149936467598476	0.0	0.09540229885057472	0.08333333333333334	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1698	1	0.1746031746031746	0	0.16902475997978778	0	0	1	0.03333333333333333	0.16073697585768743	0.0	0.08275862068965517	0.0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
1703	0	0.31746031746031744	0	0.06882985634880531	1	0	1	0.03333333333333333	0.08195679796696316	0.0	0.30459770114942525	0.24999999999999997	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
